,Project.Name,Latitude,Longitude,nearest_hospital,nearest_mall,nearest_mrt,nearest_busstop
695,DUCHESS MANOR,1.3245004,103.8071034,Concord International Hospital,The Star Vista,TAN KAH KEE MRT STATION,41051
696,AVALON,1.3127859,103.8290898,Mount Elizabeth Hospital,Palais Renaissance,STEVENS MRT STATION,40191
697,RAINBOW MANSION,1.300304089,103.824894,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13189
698,THE ASANA,1.3221236,103.8109362,Concord International Hospital,Tanglin Mall,BOTANIC GARDENS MRT STATION,41031
699,MUTIARA VIEW,1.2954167,103.8284523,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13069
700,QUEEN ASTRID GARDENS,1.3183462,103.7893202,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11309
701,8 NAPIER,1.306782,103.8206222,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13019
702,SOMMERVILLE GRANDEUR,1.3159154,103.8067123,Concord International Hospital,The Star Vista,FARRER ROAD MRT STATION,11101
703,THE ORANGE GROVE,1.3137472,103.8265627,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40209
704,CLIFTEN,1.317842401,103.8292685,Mount Elizabeth Hospital,Palais Renaissance,STEVENS MRT STATION,40071
705,GOODWOOD GRAND,1.3152824,103.8331036,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40111
706,HOLT RESIDENCES,1.294187,103.826138,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13051
707,D'GROVE VILLAS,1.3091006,103.8276891,Gleneagles Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
708,NASSIM JADE,1.3069815,103.8262105,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9159
709,UNIT 8,1.309704,103.805901,Gleneagles Hospital,The Star Vista,FARRER ROAD MRT STATION,11221
710,MANHATTAN MANSIONS,1.2998504,103.8284099,Mount Elizabeth Hospital,Wheelock Place,ORCHARD MRT STATION,13169
711,THE SIERRA,1.317821,103.780288,National University Hospital,The Star Vista,DOVER MRT STATION,12211
712,FONTANA HEIGHTS,1.3153964,103.7768478,National University Hospital,Grantral Mall,DOVER MRT STATION,12199
713,URBAN EDGE @ HOLLAND V,1.310912,103.7951937,National University Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11419
714,SARKIES MANSIONS,1.313971249,103.8360152,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40041
715,DUCHESS ROYALE,1.3242506,103.8062066,Concord International Hospital,The Star Vista,TAN KAH KEE MRT STATION,41051
716,CASA JERVOIS,1.2946766,103.8189966,Gleneagles Hospital,Tanglin Mall,REDHILL MRT STATION,10321
717,YGK GARDEN,1.3129882,103.7991991,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11231
718,ARDMORE II,1.309438,103.827952,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
719,MARTINA MANSIONS,1.3176561,103.8333244,Thomson Medical Centre,United Square,NEWTON MRT STATION,40111
720,GLENTREES,1.3164845,103.7848761,National University Hospital,The Star Vista,DOVER MRT STATION,11291
721,THE SOLITAIRE,1.314917,103.8269981,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40209
722,HALLMARK RESIDENCES,1.3160679,103.8308944,Mount Elizabeth Hospital,Far East Plaza,STEVENS MRT STATION,40111
723,STEVENS SUITES,1.3155525,103.8256536,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40211
724,FAIRLODGE,1.3119957,103.8014792,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11239
725,THE HERMITAGE,1.319247233,103.8387578,Mount Elizabeth Novena Hospital,United Square,NOVENA MRT STATION,50061
726,CHARMING GARDEN,1.3166291,103.8035022,Concord International Hospital,The Star Vista,FARRER ROAD MRT STATION,11109
727,VERDURE,1.3093405,103.8068439,Gleneagles Hospital,Tanglin Mall,FARRER ROAD MRT STATION,11219
728,GISBORNE LIGHT,1.3162606,103.8303892,Mount Elizabeth Hospital,Far East Plaza,STEVENS MRT STATION,40111
729,LIEN TOWERS,1.3100028,103.8045498,Gleneagles Hospital,The Star Vista,FARRER ROAD MRT STATION,11221
730,LE GROVE,1.313403,103.825801,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40201
731,BELLERIVE,1.317411139,103.8304175,Mount Elizabeth Hospital,Far East Plaza,STEVENS MRT STATION,40071
732,STEVENS LOFT,1.3176063,103.8265417,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40219
733,LEEDON 2,1.313047,103.7968673,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11419
734,TANGLIN RESIDENCES,1.3062426,103.8238126,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9159
735,NASSIMVILLE,1.3077707,103.8250083,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9159
736,LEIGHWOODS,1.3150095,103.7773231,National University Hospital,Grantral Mall,DOVER MRT STATION,12199
737,VILLAGE TOWER,1.3152908,103.7775174,National University Hospital,Grantral Mall,DOVER MRT STATION,12199
738,STUDIO 3,1.292978,103.840062,Mount Elizabeth Hospital,Orchard Central,FORT CANNING MRT STATION,13211
739,ANGULLIA PARK RESIDENCES @ ORCHARD,1.3036264,103.8292454,Mount Elizabeth Hospital,Wheelock Place,ORCHARD MRT STATION,9111
740,BOULEVARD VUE,1.3030769,103.828996,Mount Elizabeth Hospital,Wheelock Place,ORCHARD MRT STATION,13191
741,THE BOULEVARD RESIDENCE,1.303788,103.8288313,Mount Elizabeth Hospital,Wheelock Place,ORCHARD MRT STATION,9111
742,HOLLAND MEWS,1.3094501,103.8062519,Gleneagles Hospital,The Star Vista,FARRER ROAD MRT STATION,11221
743,JERVOIS REGENCY,1.2945101,103.8221939,Gleneagles Hospital,Tiong Bahru Plaza,REDHILL MRT STATION,10269
744,KASTURINA LODGE,1.2963629,103.8297091,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13063
745,TREASURE ON BALMORAL,1.3142183,103.8305074,Mount Elizabeth Hospital,Palais Renaissance,STEVENS MRT STATION,40191
746,BEAUFORT ON NASSIM,1.308563,103.824731,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9159
747,GALLOP COURT,1.3139579,103.8120266,Gleneagles Hospital,Tanglin Mall,FARRER ROAD MRT STATION,11119
748,DUET,1.311004,103.804402,Gleneagles Hospital,The Star Vista,FARRER ROAD MRT STATION,11229
749,THE OLIV,1.3148402,103.8315742,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40199
750,LOFT @ STEVENS,1.3178483,103.8262792,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40219
751,BEAVERTON COURT,1.3160592,103.7761235,National University Hospital,Grantral Mall,DOVER MRT STATION,12179
752,38 JERVOIS,1.2941424,103.8227582,Gleneagles Hospital,Tiong Bahru Plaza,REDHILL MRT STATION,10249
753,M5,1.2954955,103.8288797,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13069
754,HOLLAND MANSION,1.311954,103.8012408,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11239
755,FIFTY-TWO STEVENS,1.3149995,103.8265087,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40209
756,HOLLAND HILL LODGE,1.3098369,103.8028877,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11089
757,NASSIM LODGE,1.307303,103.825703,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9159
758,JADE MANSION,1.3134187,103.7972579,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11419
759,RICH MANSIONS,1.3175091,103.8336101,Thomson Medical Centre,United Square,NEWTON MRT STATION,40069
760,KUIE PONG LOFT,1.319215,103.825924,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40221
761,REGENCY LODGE,1.2956979,103.8271013,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13062
762,CHIVERTON,1.3173715,103.8291593,Mount Elizabeth Hospital,Palais Renaissance,STEVENS MRT STATION,40071
763,RIVER VALLEY APARTMENTS,1.2953723,103.8289369,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13069
764,THREE THREE ROBIN,1.3169477,103.8287897,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40071
765,LUTHERAN TOWERS,1.3213488,103.8121084,Concord International Hospital,Tanglin Mall,BOTANIC GARDENS MRT STATION,41111
766,THE LADYHILL,1.31042,103.825058,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,40201
767,THE COLONNADE,1.299680676,103.8278522,Mount Elizabeth Hospital,Wheelock Place,ORCHARD MRT STATION,13169
768,BALMORAL GATE,1.3170134,103.8343809,Thomson Medical Centre,United Square,NEWTON MRT STATION,40069
769,CLUNY COURT,1.3225818,103.8142314,Concord International Hospital,Tanglin Mall,BOTANIC GARDENS MRT STATION,41021
770,WING ON LIFE GARDEN,1.3176707,103.83166,Thomson Medical Centre,Far East Plaza,STEVENS MRT STATION,40111
771,SPRING RESIDENCES,1.3159969,103.8304075,Mount Elizabeth Hospital,Far East Plaza,STEVENS MRT STATION,40111
772,BALMORAL TOWER,1.3166153,103.8337896,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40069
773,BOTANIKA,1.309653,103.808248,Gleneagles Hospital,Tanglin Mall,FARRER ROAD MRT STATION,11219
774,CORONATION GROVE,1.3218636,103.8053262,Concord International Hospital,The Star Vista,TAN KAH KEE MRT STATION,41051
775,TANGLIN HILL MEADOWS,1.3012403,103.8176503,Gleneagles Hospital,Tanglin Mall,REDHILL MRT STATION,13039
776,THE CLAYTON,1.317308,103.8295,Mount Elizabeth Hospital,Palais Renaissance,STEVENS MRT STATION,40071
777,SYLVAN LODGE,1.312719,103.7980777,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11419
778,THE BALMORAL SPRING,1.3154577,103.8342841,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40051
779,FERRELL RESIDENCES,1.3178291,103.8324782,Thomson Medical Centre,Far East Plaza,STEVENS MRT STATION,40111
780,CASABELLA,1.323674,103.800037,Concord International Hospital,The Star Vista,TAN KAH KEE MRT STATION,41071
781,FIFTEEN ROBIN,1.3181944,103.8286365,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40071
782,SERENE CENTRE,1.3225386,103.8136409,Concord International Hospital,Tanglin Mall,BOTANIC GARDENS MRT STATION,41031
783,TOMLINSON HEIGHTS,1.3030376,103.8268428,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9121
784,CHATEAU LE FAME,1.3167261,103.8293897,Mount Elizabeth Hospital,Palais Renaissance,STEVENS MRT STATION,40071
785,JAYA TOWER,1.3203249,103.8239926,Concord International Hospital,Palais Renaissance,STEVENS MRT STATION,40091
786,THE NASSIM,1.3063658,103.8225536,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,9141
787,BALMORAL PLAZA,1.3165626,103.8354572,Mount Elizabeth Novena Hospital,United Square,NEWTON MRT STATION,40051
788,DE LENTE,1.3117434,103.8017414,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11239
789,KING'S ARCADE,1.3233285,103.8108037,Concord International Hospital,Tanglin Mall,TAN KAH KEE MRT STATION,41041
790,J C DRAYCOTT,1.309816,103.8308873,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,40191
791,THE TWINS,1.3147,103.8346,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40051
792,THE BALMORAL,1.3152144,103.8281701,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40209
793,BLISSFUL VIEW,1.3095816,103.8027537,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11089
794,ONE DUCHESS,1.3249472,103.8084208,Concord International Hospital,Tanglin Mall,TAN KAH KEE MRT STATION,41051
795,EWART PARK,1.3239258,103.783919,Concord International Hospital,Bukit Timah Plaza,KING ALBERT PARK MRT STATION,12029
796,THE LEGEND,1.318305,103.829401,Thomson Medical Centre,Palais Renaissance,STEVENS MRT STATION,40071
797,HOLLAND COURT,1.3133261,103.79807,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11419
798,BALMORAL 8,1.3145276,103.8322601,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40199
799,SCULPTURA ARDMORE,1.3088315,103.830152,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
800,PROXIMO,1.317416,103.828806,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40071
801,RISING SUITES,1.3143432,103.8364916,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40041
802,LEWIS LODGE,1.3191041,103.8224632,Concord International Hospital,Tanglin Mall,STEVENS MRT STATION,40091
803,SIXTH AVENUE CENTRE,1.3313942,103.7950469,Concord International Hospital,Bukit Timah Plaza,SIXTH AVENUE MRT STATION,42011
804,SHAMROCK PARK,1.324736364,103.7976665,Concord International Hospital,The Star Vista,SIXTH AVENUE MRT STATION,11349
805,CHATELET,1.320230231,103.8243891,Concord International Hospital,Palais Renaissance,STEVENS MRT STATION,40091
806,CRYSTAL COURT,1.294420555,103.8278273,Mount Elizabeth Hospital,Great World City,TIONG BAHRU MRT STATION,13062
807,HOLLANDSWOOD COURT,1.3098474,103.8035859,Gleneagles Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11089
808,GARDEN APARTMENTS,1.312237,103.825128,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40201
809,JERVOIS GROVE,1.2949136,103.8186674,Gleneagles Hospital,Tanglin Mall,REDHILL MRT STATION,10321
810,VILLAEA VISTA,1.3141792,103.7923014,National University Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11279
811,SECOND AVENUE JUNCTION,1.329899,103.7994724,Concord International Hospital,Bukit Timah Plaza,SIXTH AVENUE MRT STATION,41089
812,DYNASTY GARDEN,1.323286,103.7921066,Concord International Hospital,The Star Vista,SIXTH AVENUE MRT STATION,11331
813,JERVOIS MEADOWS,1.2949272,103.8167066,Gleneagles Hospital,Tanglin Mall,REDHILL MRT STATION,10321
814,LE NOUVEL ARDMORE,1.3103556,103.8279228,Gleneagles Hospital,Palais Renaissance,ORCHARD MRT STATION,40201
815,HOLLAND TOWER,1.3076211,103.8028947,Gleneagles Hospital,The Star Vista,COMMONWEALTH MRT STATION,11081
816,THE LEGACY,1.321003,103.822606,Concord International Hospital,Palais Renaissance,STEVENS MRT STATION,40091
817,ONE TREE HILL MANSIONS,1.300804,103.824698,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13189
818,CORONATION SHOPPING PLAZA,1.3239058,103.8099918,Concord International Hospital,Tanglin Mall,TAN KAH KEE MRT STATION,41041
819,THE CAPRI,1.3183308,103.8260057,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40221
820,WHITE HOUSE RESIDENCES,1.3177998,103.8252524,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40219
821,CORONATION ARCADE,1.3233333,103.8105556,Concord International Hospital,Tanglin Mall,TAN KAH KEE MRT STATION,41041
822,FERNHILL RESIDENCES,1.3139274,103.8245465,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40209
823,HONOLULU TOWER,1.3179217,103.8309746,Thomson Medical Centre,Far East Plaza,STEVENS MRT STATION,40111
824,JEWEL OF BALMORAL,1.3158542,103.8274973,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40211
825,OEI TIONG HAM PARK RESIDENCES,1.3149936,103.7927377,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11279
826,DALVEY COURT,1.3210565,103.8220031,Concord International Hospital,Palais Renaissance,STEVENS MRT STATION,40091
827,CASA UNO,1.3151546,103.8258678,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40211
828,21 ANDERSON,1.3126439,103.828307,Gleneagles Hospital,Palais Renaissance,STEVENS MRT STATION,40201
829,BALMORAL POINT,1.3163818,103.8332908,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40111
830,HOLLAND SUITES,1.3118396,103.7995483,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11231
831,ROCHALIE RESIDENCES,1.302534,103.821798,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13049
832,GRANGE ROAD APARTMENTS,1.2997449,103.8248186,Gleneagles Hospital,Tanglin Mall,ORCHARD MRT STATION,13181
833,DYNASTY LODGE,1.323986,103.792046,Concord International Hospital,The Star Vista,SIXTH AVENUE MRT STATION,11339
834,1 NASSIM,1.306831,103.8265774,Gleneagles Hospital,Palais Renaissance,ORCHARD MRT STATION,9159
835,JERVOIS VIEW,1.2938974,103.8242145,Gleneagles Hospital,Great World City,TIONG BAHRU MRT STATION,13051
836,EDEN,1.3101939,103.831871,Mount Elizabeth Hospital,Far East Plaza,ORCHARD MRT STATION,40199
837,JUNIPER AT ARDMORE,1.309041,103.82988,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
838,HMLET@PORTOFINO,1.3140687,103.8363001,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40041
839,HANSVILLE,1.325184156,103.7937398,Concord International Hospital,The Star Vista,SIXTH AVENUE MRT STATION,11349
840,JERVOIS COURT,1.295013,103.817999,Gleneagles Hospital,Tanglin Mall,REDHILL MRT STATION,10321
841,THE VANTAGE,1.308694,103.828007,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
842,HOLLAND VILLAGE,1.310912,103.7951937,National University Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11419
843,ASTRIDVILLE,1.3211551,103.7944617,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11331
844,ONE ROBIN,1.3188955,103.8286449,Thomson Medical Centre,Palais Renaissance,STEVENS MRT STATION,40071
845,THE BELMONT,1.313214,103.798549,Concord International Hospital,The Star Vista,HOLLAND VILLAGE MRT STATION,11419
846,MANDALE HEIGHTS,1.3242973,103.8496906,Tan Tock Seng Hospital,Zhongshan Mall,NOVENA MRT STATION,50199
847,L'VIV,1.315576105,103.8406731,Mount Elizabeth Novena Hospital,United Square,NEWTON MRT STATION,40121
848,NOVENA REGENCY,1.32125,103.8416023,Mount Elizabeth Novena Hospital,Velocity@Novena Square,NOVENA MRT STATION,50031
849,AMARYLLIS VILLE,1.314928,103.8419266,KK Women's and Children's Hospital,United Square,NEWTON MRT STATION,40129
850,10 SHELFORD,1.3258989,103.8124981,Concord International Hospital,Tanglin Mall,BOTANIC GARDENS MRT STATION,41121
851,DUNEARN SUITES,1.3247179,103.8107191,Concord International Hospital,Tanglin Mall,TAN KAH KEE MRT STATION,41049
852,NEWTON GEMS,1.3178361,103.8418943,Mount Elizabeth Novena Hospital,United Square,NOVENA MRT STATION,50061
853,NOVENA LODGE,1.3237396,103.8412377,Thomson Medical Centre,Balestier Hill Shopping Centre,NOVENA MRT STATION,50041
854,THE SHELFORD,1.3254786,103.8112286,Concord International Hospital,Tanglin Mall,TAN KAH KEE MRT STATION,41049
855,TRILIGHT,1.314912,103.8400352,KK Women's and Children's Hospital,United Square,NEWTON MRT STATION,40121
856,LINCOLN SUITES,1.3170473,103.8427775,Tan Tock Seng Hospital,United Square,NOVENA MRT STATION,50069
857,LUCIDA,1.314763,103.844704,KK Women's and Children's Hospital,United Square,NOVENA MRT STATION,50029
858,BUCKLEY CLASSIQUE,1.3180928,103.8403975,Mount Elizabeth Novena Hospital,United Square,NOVENA MRT STATION,50061
859,1 MOULMEIN RISE,1.3191858,103.8471427,Tan Tock Seng Hospital,Velocity@Novena Square,NOVENA MRT STATION,50111
860,CITY EDGE,1.3195017,103.8465504,Tan Tock Seng Hospital,Velocity@Novena Square,NOVENA MRT STATION,50111
861,SKY@ELEVEN,1.3308025,103.8408624,Thomson Medical Centre,Balestier Hill Shopping Centre,TOA PAYOH MRT STATION,51029
862,ZEDGE,1.32245,103.848124,Tan Tock Seng Hospital,Zhongshan Mall,NOVENA MRT STATION,50121
863,RESIDENCES @ EVELYN,1.3161297,103.8395006,Mount Elizabeth Novena Hospital,United Square,NEWTON MRT STATION,40121
864,SHELFORD SUITES,1.326506,103.812645,Concord International Hospital,Tanglin Mall,BOTANIC GARDENS MRT STATION,41121
865,CHANCERY COURT,1.3173385,103.8361257,Mount Elizabeth Novena Hospital,United Square,NEWTON MRT STATION,40059
866,VIVA,1.315701,103.844264,Tan Tock Seng Hospital,United Square,NOVENA MRT STATION,50029
867,THOMSON VALE,1.3239857,103.84146,Thomson Medical Centre,Balestier Hill Shopping Centre,NOVENA MRT STATION,50041
868,NOVENA COURT,1.3226702,103.84201,Mount Elizabeth Novena Hospital,Balestier Hill Shopping Centre,NOVENA MRT STATION,50049
869,6 DERBYSHIRE,1.3158526,103.8460141,Tan Tock Seng Hospital,United Square,NOVENA MRT STATION,50079
870,PARK INFINIA AT WEE NAM,1.314478,103.8434204,KK Women's and Children's Hospital,United Square,NEWTON MRT STATION,50029
871,368 THOMSON,1.3272054,103.8419479,Thomson Medical Centre,Balestier Hill Shopping Centre,NOVENA MRT STATION,50051
872,NINETEEN SHELFORD ROAD,1.3274899,103.8111207,Concord International Hospital,Tanglin Mall,TAN KAH KEE MRT STATION,41049
873,ROCHELLE AT NEWTON,1.3075517,103.8403765,Mount Elizabeth Hospital,The Paragon,NEWTON MRT STATION,40021
874,BUCKLEY 18,1.3181262,103.8409692,Mount Elizabeth Novena Hospital,United Square,NOVENA MRT STATION,50061
875,POINT LOMA,1.329720678,103.8116586,Concord International Hospital,Tanglin Mall,TAN KAH KEE MRT STATION,41131
876,THE GLYNDEBOURNE,1.3222295,103.8234597,Concord International Hospital,Palais Renaissance,STEVENS MRT STATION,40099
877,GILSTEAD COURT,1.3183716,103.8396965,Mount Elizabeth Novena Hospital,United Square,NOVENA MRT STATION,50061
878,STRATA,1.3173528,103.8448678,Tan Tock Seng Hospital,United Square,NOVENA MRT STATION,50021
879,THE PARK VALE,1.3302336,103.8114929,Concord International Hospital,Tanglin Mall,TAN KAH KEE MRT STATION,41131
880,THE TREVOSE,1.3231092,103.8252602,Concord International Hospital,Palais Renaissance,STEVENS MRT STATION,40231
